question,query
list me the customer associated with bike Radeon,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Radeon';"
tell me the customer associtaed with the bike Radeon,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Radeon';"
who is the customer associated with the bike Radeon,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Radeon';"
Who are the customers that bought the HF Deluxe,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'HF Deluxe';"
Can you give me the details of customers who have purchased a HF Deluxe,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'HF Deluxe';"
I want the list of customers who bought a HF Deluxe,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'HF Deluxe';"
Who purchased the HF Deluxe,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'HF Deluxe';"
Show me the details of customers who have bought a HF Deluxe,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'HF Deluxe';"
Give me the customer information for those who bought the HF Deluxe,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'HF Deluxe';"
Tell me who has purchased a HF Deluxe,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'HF Deluxe';"
Retrieve the customer details for people who purchased the HF Deluxe,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'HF Deluxe';"
I need the information on customers who bought a HF Deluxe,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'HF Deluxe';"
Can you list out all the customers who have bought the HF Deluxe,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'HF Deluxe';"
show me the customer associated with the bike HF Deluxe,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'HF Deluxe';"
customer associated with the bike HF Deluxe,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'HF Deluxe';"
give me the customer who is associated with the bike HF Deluxe,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'HF Deluxe';"
list me the customer associated with bike HF Deluxe,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'HF Deluxe';"
tell me the customer associtaed with the bike HF Deluxe,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'HF Deluxe';"
who is the customer associated with the bike HF Deluxe,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'HF Deluxe';"
Who has bought the bike model Splendor Plus,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Splendor Plus';"
Give me the customer details of those who purchased the Splendor Plus,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Splendor Plus';"
Show me the list of customers who have bought a Splendor Plus,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Splendor Plus';"
Can you provide the customer information for those who purchased the Splendor Plus,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Splendor Plus';"
I need to know the customers who have purchased the Splendor Plus,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Splendor Plus';"
Tell me who bought the Splendor Plus,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Splendor Plus';"
List the customers who have purchased a Splendor Plus,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Splendor Plus';"
Show me the details of customers who bought a Splendor Plus,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Splendor Plus';"
Provide the customer details for those who purchased a Splendor Plus,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Splendor Plus';"
Retrieve the information of customers who have bought the Splendor Plus,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Splendor Plus';"
Who are the customers that bought the Extreme 125 R,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Extreme 125 R';"
Can you give me the details of customers who have purchased a Extreme 125 R,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Extreme 125 R';"
I want the list of customers who bought a Extreme 125 R,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Extreme 125 R';"
Who purchased the Extreme 125 R,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Extreme 125 R';"
Show me the details of customers who have bought a Extreme 125 R,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Extreme 125 R';"
Give me the customer information for those who bought the Extreme 125 R,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Extreme 125 R';"
Tell me who has purchased a Extreme 125 R,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Extreme 125 R';"
Retrieve the customer details for people who purchased the Extreme 125 R,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Extreme 125 R';"
I need the information on customers who bought a Extreme 125 R,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Extreme 125 R';"
Can you list out all the customers who have bought the Extreme 125 R,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Extreme 125 R';"
show me the customer associated with the bike Extreme 125 R,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Extreme 125 R';"
customer associated with the bike Extreme 125 R,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Extreme 125 R';"
give me the customer who is associated with the bike Extreme 125 R,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Extreme 125 R';"
list me the customer associated with bike Extreme 125 R,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Extreme 125 R';"
tell me the customer associtaed with the bike Extreme 125 R,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Extreme 125 R';"
who is the customer associated with the bike Extreme 125 R,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Extreme 125 R';"
Who has bought the bike model Karizma XMR,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Karizma XMR';"
Give me the customer details of those who purchased the Karizma XMR,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Karizma XMR';"
Show me the list of customers who have bought a Karizma XMR,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Karizma XMR';"
Can you provide the customer information for those who purchased the Karizma XMR,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Karizma XMR';"
I need to know the customers who have purchased the Karizma XMR,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Karizma XMR';"
Tell me who bought the Karizma XMR,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Karizma XMR';"
List the customers who have purchased a Karizma XMR,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Karizma XMR';"
Show me the details of customers who bought a Karizma XMR,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Karizma XMR';"
Provide the customer details for those who purchased a Karizma XMR,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Karizma XMR';"
Retrieve the information of customers who have bought the Karizma XMR,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Karizma XMR';"
Who are the customers that bought the Super Splendor,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Super Splendor';"
Can you give me the details of customers who have purchased a Super Splendor,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Super Splendor';"
I want the list of customers who bought a Super Splendor,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Super Splendor';"
Who purchased the Super Splendor,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Super Splendor';"
Show me the details of customers who have bought a Super Splendor,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Super Splendor';"
Give me the customer information for those who bought the Super Splendor,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Super Splendor';"
Tell me who has purchased a Super Splendor,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Super Splendor';"
Retrieve the customer details for people who purchased the Super Splendor,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Super Splendor';"
I need the information on customers who bought a Super Splendor,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Super Splendor';"
Can you list out all the customers who have bought the Super Splendor,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Super Splendor';"
show me the customer associated with the bike Super Splendor,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Super Splendor';"
customer associated with the bike super Splendor,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Super Splendor';"
give me the customer who is associated with the bike Super Splendor,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Super Splendor';"
Can you list out all the customers who have bought the Karizma XMR,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Karizma XMR';"
show me the customer associated with the bike Karizma XMR,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Karizma XMR';"
customer associated with the bike Karizma XMR,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Karizma XMR';"
give me the customer who is associated with the bike Karizma XMR,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Karizma XMR';"
Who has bought the bike model Glamour,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Glamour';"
Give me the customer details of those who purchased the Glamour,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Glamour';"
Show me the list of customers who have bought a Glamour,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Glamour';"
Can you provide the customer information for those who purchased the Glamour,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Glamour';"
I need to know the customers who have purchased the Glamour,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Glamour';"
Tell me who bought the Glamour,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Glamour';"
List the customers who have purchased a Glamour,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Glamour';"
Show me the details of customers who bought a Glamour,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Glamour';"
Provide the customer details for those who purchased a Glamour,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Glamour';"
Retrieve the information of customers who have bought the Glamour,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Glamour';"
Who are the customers that bought the Xpulse 200T 4V,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Xpulse 200T 4V';"
Can you give me the details of customers who have purchased a Xpulse 200T 4V,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Xpulse 200T 4V';"
I want the list of customers who bought a Xpulse 200T 4V,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Xpulse 200T 4V';"
Who purchased the Xpulse 200T 4V,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Xpulse 200T 4V';"
Show me the details of customers who have bought a Xpulse 200T 4V,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Xpulse 200T 4V';"
Give me the customer information for those who bought the Xpulse 200T 4V,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Xpulse 200T 4V';"
Tell me who has purchased a Xpulse 200T 4V,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, c.email, c.phone_number, c.address
FROM customers c
INNER JOIN purchases p ON c.customer_id = p.customer_id
INNER JOIN bikes b ON p.bike_id = b.bike_id
WHERE b.model = 'Xpulse 200T 4V';"
